,lyrics,artist,song,album_name,genres,spotify_id,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms
4273,"O que eu quero mais?
Se eu sei que a vida é bela e linda
O que eu quero mais?
Se eu estou de bem com vida
Todinho de branco
Lindo
Esperando ela chegar
Ela chegar
Mag
Mag, Mag
magnólia
Eu disse Magnólia
Eu disse Magnólia
Mag
Mag, Mag
Magnólia
Eu disse Magnólia
Eu disse Magnólia
Mag
Mag, Mag
Magnólia
Eu disse Magnólia
Eu disse Magnólia
Já consultei os astros
Ela chega na primavera
Ela já se encontra a caminho
Voando numa nave maternal dourada
Linda e veloz feita de um metal miraculoso
Com janelas de cristal
E forro de veludo rosa
Rosa
Mag
Mag, Mag
Magnólia
Eu disse Magnólia
Eu disse Magnólia
Mag
Mag, Mag
Magnólia
Eu disse Magnólia
Eu disse Magnólia
Eu disse Mag, Mag
Eu disse Magnólia
Mag Magnólia
Magnólia
Magnólia",Jorge Ben,Magnólia,A Tabua De Esmeralda,"samba,mpb",68DcdIbgA4vEektkulFWPZ,41.0,1974,0.732,0.386,2.0,1.0,0.949,120.756,194227
4398,"Troquei as cores ao redor pra te mostrar
Criei formas pra fazer você ver e entender
Eu tentei falar, dando sons a minha voz
Você não me ouviu, mas continuo a te esperar
Eu acredito em você
Ouça a minha voz
Te estendo minhas mãos
Meu amor é incondicional
Quero fazer nascer o sol
De novo um dia pra você
Trazer a minha luz
Pra te mostrar os meus caminhos
Eu vou estar sempre aqui
Esperando por você
Eu não me cansarei
De te mostrar
Que eu acredito em você
Ouça minha voz
Te estendo minhas mãos
Meu amor é incondicional
Quanto tempo mais?
Qual a prova maior que a cruz?
Me entreguei por ti
Esta é a prova maior de amor
Quanto tempo mais?
Qual a prova maior que a cruz?
Me entreguei por ti
Esta é a prova maior de amor
Eu acredito em você
Ouça a minha voz
Te estendo minhas mãos
Meu amor é incondicional
Eu acredito em você
Ouça a minha voz
Te estendo minhas mãos
Meu amor é incondicional",Oficina G3,Incondicional,Depois da Guerra,"gospel,hard rock,christian rock",0LEECGXVuORkSUwQmEsjTk,43.0,2008,0.457,0.785,7.0,1.0,0.411,140.10299999999998,254491
4424,"Todos os dias quando acordo
Não tenho mais o tempo que passou
Mas tenho muito tempo
Temos todo o tempo do mundo

Todos os dias antes de dormir
Lembro e esqueço como foi o dia
Sempre em frente
Não temos tempo a perder

Nosso suor sagrado
É bem mais belo que esse sangue amargo

E tão sério
E selvagem
Selvagem
Selvagem

Veja o sol dessa manhã tão cinza
A tempestade que chega é da cor
Dos teus olhos castanhos

Então me abraça forte
Me diz mais uma vez
Que já estamos distantes de tudo

Temos nosso próprio tempo
Temos nosso próprio tempo
Temos nosso próprio tempo

Não tenho medo
Do escuro
Mas deixe
As luzes
Acesas
Agora

O que foi escondido
É o que se escondeu
E o que foi prometido
Ninguém prometeu

Nem foi tempo perdido
Somos tão jovens
Tão jovens
Tão jovens",Legião Urbana,Tempo Perdido,Dois,rock,7MnT7msJZg3XBAS0OTfGrB,64.0,1986,0.293,0.662,4.0,0.0,0.221,186.007,302200
4527,"Você disse que não sabe se não
Mas também não tem certeza que sim
Quer saber? Quando é assim
Deixa vir do coração
Você sabe que eu só penso em você
Você diz que vive pensando em mim
Pode ser, se é assim
Você tem que largar a mão do não
Soltar essa louca, arder de paixão
Não há como doer pra decidir
Só dizer sim ou não
Mas você adora um se
Eu levo a sério mas você disfarça
Você me diz à beça e eu nessa de horror
E me remete ao frio que vem lá do sul
Insiste em zero a zero e eu quero um a um
Sei lá o que te dá, não quer meu calor
São Jorge por favor me empresta o dragão
Mais fácil aprender japonês em braile
Do que você decidir se dá ou não
Você disse que não sabe se não
Mas também não tem certeza que sim
Quer saber? Quando é assim
Deixa vir do coração
Você sabe que eu só penso em você
Você diz que vive pensando em mim
Pode ser, se é assim
Você tem que largar a mão do não
Soltar essa louca
Arder de paixão
Não há como doer pra decidir
Só dizer sim ou não
Mas você adora um se
Eu levo a sério, mas você disfarça
Você me diz à beça e eu nessa de horror
E me remete ao frio que vem lá do sul
Insiste em zero à zero eu quero um à um
Sei lá o que te dá, não quer meu calor
São Jorge por favor me empresta o dragão
Mais fácil aprender japonês em braille
Do que você decidir se dá ou não
Eu levo à sério, mas você disfarça
Você me diz à beça e eu nessa de horror
E me remete ao frio que vem lá do Sul
Insiste em zero a zero e eu quero um à um
Sei lá o que te dá, não quer meu calor
São Jorge por favor me empresta o dragão
Mais fácil aprender japonês em braille",Djavan,Se...,Coisa de Acender,mpb,0PgsB53yhlKs8D19LgYU4i,65.0,1992,0.575,0.392,9.0,1.0,0.498,179.78900000000004,291533
4697,"Os velhos olhos vermelhos voltaram
Dessa vez
Com o mundo nas costas
E a cidade nos pés
Pra que sofrer se nada é pra sempre?
Pra que correr
Se nunca me vejo de frente

Parei de pensar e comecei a sentir
Nada como um dia após dia
Uma noite, um mês
Os velhos olhos vermelhos voltaram
De vez

Os velhos olhos vermelhos enganam
Sem querer
Parecem claros, frios, distantes
Não têm nada a perder
Por que se preocupar por tão pouco?
Por que chorar
Se amanhã tudo muda de novo?

Parei de pensar e comecei a sentir
Nada como um dia após dia
Uma noite, um mês
Os velhos olhos vermelhos voltaram de vez",Capital Inicial,Olhos Vermelhos - Ao Vivo,Capital Inicial Acústico NYC (Ao Vivo) [Deluxe],"rock,brazilian rock,pop rock,pop",4SrdxkzBURKkGqod96KeM6,49.0,2015,0.447,0.6970000000000001,7.0,1.0,0.333,142.018,218920
5641,"Meu caminho é cada manhã
Não procure saber onde estou
Meu destino não é de ninguém
E eu não deixo os meu passos no chão
Se você não entende não vê
Se não me vê, não me entende

Não procure saber onde estou
Se o meu jeito te surpreende
Se o meu corpo virasse sol
Se a minha mente virasse sol
Mais só chove, chove
Chove, Chove

Se um dia eu pudesse ver
Meu passado inteiro
E fizesse parar de chover
Nos primeiros erros aah
Meu corpo viraria sol
Minha mente viraria sol

Mais só chove, chove
Chove, Chove

Se um dia eu pudesse ver
Meu passado inteiro
E fizesse parar de chover
Nos primeiros erros aaah
Meu corpo viraria sol
Minha mente viraria sol
Mais só chove, chove
Chove, Chove
Meu corpo viraria sol
Minha mente viraria sol
Mais só chove, chove
Chove, Chove",Capital Inicial,Primeiros Erros,Capital Inicial Multishow Ao Vivo,"brazilian rock,rock nacional,rock",0iB9TY1WHSvJETZDWDWLmj,51.0,2008,0.246,0.705,2.0,1.0,0.106,120.064,332307
5731,"Amor igual ao teu
Eu nunca mais terei
Amor que eu nunca vi igual
Que eu nunca mais verei

Amor que não se pede
Amor que não se mede
Que não se repete
Amor que não se pede
Amor que não se mede
Que não se repete

Amor igual ao teu
Eu nunca mais terei
Amor que eu nunca vi igual
Que eu nunca mais verei

Amor que não se pede
Amor que não se mede
Que não se repete
Amor que não se pede
Amor que não se mede
Que não se repete
Amor

Cê vai chegar em casa
Eu quero abrir a porta
Aonde você mora?
Aonde você foi morar?
Aonde foi?

Não quero estar de fora
Aonde esta você?
Eu tive que ir embora
Mesmo querendo ficar
Agora eu sei

Eu sei que eu fui embora
E agora eu quero você
De volta pra mim

Amor igual ao teu
Eu nunca mais terei
Amor que eu nunca vi igual
Que eu nunca mais verei

Amor que não se pede
Amor que não se mede
Que não se repete
Amor que não se pede
Amor que não se mede
Que não se repete

Amor igual ao teu
Eu nunca mais terei
Amor que eu nunca vi igual
Que eu nunca mais verei

Amor que não se pede
Amor que não se mede
Que não se repete

Cê vai chegar em casa
Eu quero abrir a porta
Aonde você mora?
Aonde você foi morar?
Aonde foi?

Não quero estar de fora
Aonde esta você?
Eu tive que ir embora
Mesmo querendo ficar
Agora eu sei

Eu sei que eu fui embora
E agora eu quero você
De volta pra mim

Amor igual ao teu
Eu nunca mais terei
Amor que eu nunca vi igual
Que eu nunca mais, nunca mais terei",Cidade Negra,Onde Você Mora? (Acústico),Sobre Todas As Forças,"reggae,brazilian reggae",7FpQLWSBgpNMcYrYpa8gwQ,47.0,1994,0.7340000000000001,0.494,7.0,1.0,0.7909999999999999,89.995,298293
5768,"Tô escorada na mesa, confesso que eu quase caí da cadeira
E esse garçom não me ajuda, já trouxe a 20ª saideira
Já viu o meu desespero e aumentou o volume da televisão
Sabe que eu sou viciada e bebo dobrado ouvindo um modão
A terceira música nem acabou
Eu já tô lembrando da gente fazendo amor
Celular na mão mas ele não tá tocando
Se fosse ligação, nosso amor seria engano, seria engano

Garçom troque o dvd
Que essa moda me faz sofrer
E o coração não guenta
Desse jeito você me desmonta
Cada dose cai na conta e os 10% aumenta

Garçom troque o dvd
Que essa moda me faz sofrer
E o coração não guenta
Desse jeito você me desmonta
Cada dose cai na conta e os 10% aumenta
Aí cê me arrebenta!
E o coração não guenta
E os 10% aumenta

A terceira música nem acabou
Eu já tô lembrando da gente fazendo amor
Celular na mão mas ele não tá tocando
Se fosse ligação, nosso amor seria engano, seria engano

Garçom troque o dvd
Que essa moda me faz sofrer
E o coração não guenta
Desse jeito você me desmonta
Cada dose cai na conta e os 10% aumenta

Garçom troque o dvd
Que essa moda me faz sofrer
E o coração não guenta
Desse jeito você me desmonta
Cada dose cai na conta e os 10% aumenta

Garçom troque o dvd
Que essa moda me faz sofrer
E o coração não guenta
Desse jeito você me desmonta
Cada dose cai na conta e os 10% aumenta

Garçom troque o dvd
Que essa moda me faz sofrer
E o coração não guenta
Desse jeito você me desmonta
Cada dose cai na conta e os 10% aumenta

Aí cê me arrebenta!
E o coração não guenta
E os 10% aumenta",Maiara & Maraisa,10% (Ao Vivo),Ao Vivo Em Goiânia,"sertanejo,sertanejo",2wFnRPjuqwNySFiK0Qfg8L,57.0,2016,0.632,0.95,7.0,0.0,0.596,154.006,174653
5985,"O que eu quero mais?
Se eu sei que a vida é bela e linda
O que eu quero mais?
Se eu estou de bem com vida
Todinho de branco
Lindo
Esperando ela chegar
Ela chegar
Mag
Mag, Mag
magnólia
Eu disse Magnólia
Eu disse Magnólia
Mag
Mag, Mag
Magnólia
Eu disse Magnólia
Eu disse Magnólia
Mag
Mag, Mag
Magnólia
Eu disse Magnólia
Eu disse Magnólia
Já consultei os astros
Ela chega na primavera
Ela já se encontra a caminho
Voando numa nave maternal dourada
Linda e veloz feita de um metal miraculoso
Com janelas de cristal
E forro de veludo rosa
Rosa
Mag
Mag, Mag
Magnólia
Eu disse Magnólia
Eu disse Magnólia
Mag
Mag, Mag
Magnólia
Eu disse Magnólia
Eu disse Magnólia
Eu disse Mag, Mag
Eu disse Magnólia
Mag Magnólia
Magnólia
Magnólia",Jorge Ben,Magnolia,A Tabua De Esmeralda,"mpb,samba,bossa nova",68DcdIbgA4vEektkulFWPZ,41.0,1974,0.732,0.386,2.0,1.0,0.949,120.756,194227
6119,"Hey mãe!
Eu tenho uma guitarra elétrica
Durante muito tempo isso foi tudo que eu queria ter

Mas, hey mãe!
Alguma coisa ficou pra trás
Antigamente eu sabia exatamente o que fazer

Hey mãe!
Tem uns amigos tocando comigo
Eles são legais, além do mais
Não querem nem saber
Mas agora, lá fora
Todo mundo é uma ilha
A milhas e milhas e milhas de qualquer lugar

Nessa terra de gigantes
Eu sei, já ouvimos tudo isso antes
A juventude é uma banda
Numa propaganda de refrigerantes

As revistas, as revoltas, as conquistas da juventude
São heranças, são motivos, pras mudanças de atitude
Os discos, as danças, os riscos
Da juventude
A cara limpa, a roupa suja
Esperando que o tempo mude

Nessa terra de gigantes
Tudo isso já foi dito antes
A juventude é uma banda
Numa propaganda de refrigerantes

Hey mãe!
Já não esquento a cabeça
Durante muito tempo isso foi só o que eu podia fazer
Mas, hey hey mãe!
Por mais que a gente cresça
Há sempre coisas que a gente não pode entender
Por isso, mãe
Só me acorda quando o sol tiver se posto
Eu não quero ver meu rosto antes de anoitecer
Pois agora lá fora
O mundo todo é uma ilha
A milhas e milhas e milhas...

Nessa terra de gigantes
Que trocam vidas por diamantes
A juventude é uma banda
Numa propaganda de refrigerantes

Nessa terra de gigantes
Que trocam vidas por diamantes
A juventude é uma banda
Numa propaganda de refrigerantes

Hey mãe (Hey mãe, Hey mãe)",Engenheiros Do Hawaii,Terra De Gigantes,A Revolta Dos Dandis,"rock nacional,rock",1ikL8Lemlm3N58ahyLxIvP,52.0,1987,0.451,0.254,4.0,1.0,0.393,97.983,235467
6252,"Exagerado sim
Sou mais você que eu
Sobrevivo de olhares
E alguns abraços que me deu

E o que vai ser de mim
E meu assunto que não muda
Minha cabeça não ajuda, loucura, tortura

E que se dane a minha postura
Se eu mudei você não viu
Eu só queria ter você por perto

Mas você sumiu
É tipo um vício que não tem mais cura
E agora de quem é a culpa
A culpa é sua por ter esse sorriso
Ou a culpa é minha por me apaixonar por ele
Só isso

Não finja que eu não tô falando com você
Eu tô parado no meio da rua
Eu tô entrando no meio dos carros
Sem você a vida não continua

Não finja que eu não tô falando com você
Ninguém entende o que tô passando
Quem é você que eu não conheço mais
Me apaixonei pelo que eu inventei de você

Mas você sumiu
É tipo um vício que não tem mais cura
E agora de quem é a culpa
A culpa é sua por ter esse sorriso
Ou a culpa é minha por me apaixonar por ele
Só isso

Não finja que eu não tô falando com você
Eu tô parado no meio da rua
Eu tô entrando no meio dos carros
Sem você a vida não continua

Não finja que eu não tô falando com você
Ninguém entende o que tô passando
Quem é você que eu não conheço mais
Me apaixonei pelo que eu inventei de você

Iê-iê-iê
Iê-iê-iê

Me apaixonei pelo que eu inventei de você",Marília Mendonça,De Quem É a Culpa - Ao Vivo,Realidade - Ao Vivo Em Manaus,"sertanejo,sertanejo",4YhPcVIxIAJrLhFVPGbJkE,61.0,2017,0.604,0.433,7.0,1.0,0.257,139.696,202067
6651,"Eu presto atenção no que eles dizem
Mas eles não dizem nada
Fidel e Pinochet tiram sarro de você que não faz nada
E eu começo a achar normal que algum boçal
Atire bombas na embaixada

Se tudo passa, talvez você passe por aqui
E me faça esquecer tudo que eu vi
Se tudo passa, talvez você passe por aqui
E me faça esquecer

Toda forma de poder é uma forma de morrer por nada
Toda forma de conduta se transforma numa luta armada

A história se repete
Mas a força deixa a história mal contada

Se tudo passa, talvez você passe por aqui
E me faça esquecer tudo que eu vi
Se tudo passa, talvez você passe por aqui
E me faça esquecer

E o fascismo é fascinante
Deixa a gente ignorante e fascinada
É tão fácil ir adiante e se esquecer
Que a coisa toda tá errada
Eu presto atenção no que eles dizem
Mas eles não dizem nada

Se tudo passa, talvez você passe por aqui
E me faça esquecer tudo que eu vi
Se tudo passa, talvez você passe por aqui
E me faça esquecer
Se tudo passa, talvez você passe por aqui
E me faça esquecer tudo que eu vi
Se tudo passa, talvez você passe por aqui
E me faça esquecer",Engenheiros Do Hawaii,Toda Forma De Poder,Longe Demais Das Capitais,rock,0FcYoRbrZ9eR2bc5nw6feN,44.0,1986,0.325,0.947,2.0,1.0,0.593,202.846,195067
6808,"Você é assim
Um sonho pra mim
E quando eu não te vejo
Eu penso em você
Desde o amanhecer
Até quando eu me deito

Eu gosto de você
E gosto de ficar com você
Meu riso é tão feliz contigo
O meu melhor amigo é o meu amor

E a gente canta
E a gente dança
E a gente não se cansa
De ser criança
A gente brinca
Na nossa velha infância

Seus olhos meu clarão
Me guiam dentro da escuridão
Seus pés me abrem o caminho
Eu sigo e nunca me sinto só

Você é assim
Um sonho pra mim
Quero te encher de beijos
Eu penso em você
Desde o amanhecer
Até quando eu me deito

Eu gosto de você
E gosto de ficar com você
Meu riso é tão feliz contigo
O meu melhor amigo é o meu amor

E a gente canta
E a gente dançar
E a gente não se cansa
De ser criança
A gente brinca
Na nossa velha infância

Seus olhos meu clarão
Me guiam dentro da escuridão
Seus pés me abrem um caminho
Eu sigo e nunca me sinto só

Você é assim
Um sonho pra mim
Você é assim

Você é assim
Um sonho pra mim
Você é assim

Você é assim
Um sonho pra mim
Você é assim

Você é assim
Um sonho pra mim
E quando eu não te vejo
Eu penso em você
Desde o amanhecer
Até quando eu me deito

Eu gosto de você
E gosto de ficar com você
Meu riso é tão feliz contigo
O meu melhor amigo é o meu amor",Tribalistas,Velha Infancia,Tribalistas,mpb,3KYlOzxN5xO7eEauO1VF06,62.0,2002,0.361,0.596,6.0,0.0,0.574,84.84700000000002,250453
6855,"Vai se preparando
Que eu não vou ter paciência
Se acha que eu não sei
O que aprontou na minha ausência

Não vou deixar barato
Não vou fingir que não vi
Eu já fiquei sabendo
De outras bocas por ai

Do copo de cerveja
Com delicadeza ofereceu pra aquela moça
Sentar na sua mesa
Não venha me dizer que foi só por educação

Eu sei que tá querendo
Me levar na conversa
Mas se você soubesse
O que realmente me interessa

É saber se você faz amor comigo
Como faz com ela
Se quando beija morde a boca dela
Fala besteira no ouvido
Como faz comigo
Tudo o que eu preciso

É saber se você faz amor comigo
Como faz com ela
Se quando beija morde a boca dela
Fala besteira no ouvido
Como faz comigo
Tudo o que eu preciso

É saber se você faz amor comigo
Como faz com ela, oh-oh
Se é melhor com ela

Do copo de cerveja
Com delicadeza ofereceu pra aquela moça
Sentar na sua mesa
Não venha me dizer que foi só por educação

Eu sei que tá querendo
Me levar na conversa
Mas se você soubesse
O que realmente me interessa

É saber se você faz amor comigo
Como faz com ela
Se quando beija morde a boca dela
Fala besteira no ouvido
Como faz comigo
Tudo o que eu preciso

É saber se você faz amor comigo
Como faz com ela
Se quando beija morde a boca dela
Fala besteira no ouvido
Como faz comigo
Tudo o que eu preciso

É saber se você faz amor comigo
Como faz com ela, oh-oh
Se é melhor com ela

É saber se você faz amor comigo
Como faz com ela
Se quando beija morde a boca dela
Fala besteira no ouvido
Como faz comigo
Tudo o que eu preciso

É saber se você faz amor comigo
Como faz com ela, oh-oh
Se é melhor com ela

É saber se você faz amor comigo
Como faz com ela",Marília Mendonça,Como Faz Com Ela - Ao Vivo,Marília Mendonça - Ao Vivo,"sertanejo,sertanejo",2Gvn46nwyQhUnQiFhlP7WX,59.0,2016,0.655,0.913,7.0,0.0,0.918,171.96099999999996,150349
